ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Goodbye.DEVICE	Group	PleaseChoose.DEVICE	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Welcome.DEVICE	Block	BlockList	BlockList.Cycle	BlockList.Sample	InstructionsExpe.DEVICE	Procedure[Block]	Running[Block]	Trial	Bis.ACC	Bis.CRESP	Bis.DEVICE	Bis.DurationError	Bis.OnsetDelay	Bis.OnsetTime	Bis.OnsetToOnsetTime	Bis.RESP	Bis.RT	Bis.RTTime	Break.DEVICE	Break.FirstFrameTime	Break.FrameRate	Break.FramesDisplayed	Break.FramesDropped	CorrectAnswer	Determiner	Fixation.DEVICE	Fixation.DurationError	Fixation.OnsetDelay	Fixation.OnsetTime	Fixation.OnsetToOnsetTime	Fixation.RESP	Fixation.RT	Fixation.RTTime	Image	Image_red	Item_type	Procedure[Trial]	QSound	Running[Trial]	Sound	Stimulus.DEVICE	TrainingList	TrainingList.Cycle	TrainingList.Sample	TrialList1	TrialList1.Cycle	TrialList1.Sample	TrialList2	TrialList2.Cycle	TrialList2.Sample
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	32	1	1	Mouse	-999999	25	722067	0	1	2398	724465		666	23574.7963994856	56	0	1	generic	Mouse	-999999	41	711251	0	1	2074	713325	4.bee.no.wings	4.bee.no.wings_400	critical	TrialProc	gen.abejas.alas	TrialList1	abeja	Mouse				4	1	28			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	33	1	1	Mouse	-999999	28	734033	0	1	4266	738299		666	23574.7963994856	56	0	1	prop.name	Mouse	-999999	35	724500	0	2	921	725421	6.Portaventura	6.Portaventura_400	filler	TrialProc	fill.Port.Aventura	TrialList1	portaventura	Mouse				38	1	29			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	34	0	2	Mouse	-999999	27	747732	0	1	3081	750813		666	23574.7963994856	56	0	2	universal	Mouse	-999999	49	738349	0	1	504	738853	14.4_winged_chicken	14.4_winged_chicken_400	critical	TrialProc	uni.gallinas.alas	TrialList1	gallina	Mouse				14	1	30			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	35	0	2	Mouse	-999999	19	760297	0	1	2792	763089		666	23574.7963994856	56	0	2	generic	Mouse	-999999	35	750848	0	1	853	751701	8.short.pants	8.short.pants_400	filler	TrialProc	fill.pantalones.cortos	TrialList1	pantalon	Mouse				24	1	31			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	36	0	2	Mouse	-999999	15	772463	0	1	4342	776805		666	23574.7963994856	56	0	2	universal	Mouse	-999999	41	763130	0	1	539	763669	11.bald-beauty	11.bald-beauty_400	critical	TrialProc	uni.personas.pelo	TrialList1	persona_pelo	Mouse				11	1	32			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	37	1	2	Mouse	-999999	24	785995	0	2	12714	798709		666	23574.7963994856	56	0	2	generic	Mouse	-999999	41	776846	0	1	967	777813	2.pajaro.amarillo	2.pajaro.amarillo_400	filler	TrialProc	fill.pajaros.amarillos	TrialList1	pajaro	Mouse				18	1	33			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	38	1	1	Mouse	-999999	19	808011	0	1	8982	816993		666	23574.7963994856	56	0	1	prop.name	Mouse	-999999	36	798745	0	1	1564	800309	1.Tour.Eiffel	1.Tour.Eiffel_400	filler	TrialProc	fill.Torre.alta	TrialList1	torre_eiffel	Mouse				33	1	34			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	39	1	2	Mouse	-999999	14	825909	0	2	4396	830305		666	23574.7963994856	56	0	2	generic	Mouse	-999999	33	817027	0	1	678	817705	7.mesa.verde	7.mesa.verde_400	filler	TrialProc	fill.mesas.verdes	TrialList1	mesa	Mouse				23	1	35			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	40	1	1	Mouse	-999999	13	838742	0	1	9219	847961		666	23574.7963994856	56	0	1	prop.name	Mouse	-999999	54	830359	0	1	690	831049	7.donald.duck	7.donald.duck_400	filler	TrialProc	fill.Pato.Donald	TrialList1	pato_donald	Mouse				39	1	36			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	41	1	1	Mouse	-999999	17	859973	0	1	3160	863133		666	23574.7963994856	56	0	1	generic	Mouse	-999999	47	848008	0	1	2333	850341	3.caballo.tres	3.caballo.tres_400	critical	TrialProc	gen.caballos.patas	TrialList1	caballo	Mouse				3	1	37			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	42	1	1	Mouse	-999999	24	871539	0	1	3190	874729		666	23574.7963994856	56	0	1	prop.name	Mouse	-999999	40	863173	0	1	696	863869	8.shakira	8.shakira_400	filler	TrialProc	fill..Shakira	TrialList1	shakira	Mouse				40	1	38			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	43	1	1	Mouse	-999999	26	882955	0	1	2602	885557		666	23574.7963994856	56	0	1	prop.name	Mouse	-999999	43	874772	0	1	485	875257	4.peter_pan	4.peter_pan_400	filler	TrialProc	fill.Peter.Pan	TrialList1	peterpan	Mouse				36	1	39			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	44	1	2	Mouse	-999999	16	894021	0	2	2988	897009		666	23574.7963994856	56	0	2	generic	Mouse	-999999	64	885622	0	1	439	886061	3.boy.with.glasses	3.boy.with.glasses_400	filler	TrialProc	fill.niños.gafas	TrialList1	niño_gafas	Mouse				19	1	40			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	45	1	2	Mouse	-999999	28	907820	0	2	7069	914889		666	23574.7963994856	56	0	2	generic	Mouse	-999999	45	897054	0	1	1007	898061	15.cama.redonda	15.cama.redonda_400	filler	TrialProc	fill.camas.redondas	TrialList1	cama	Mouse				31	1	41			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	46	1	2	Mouse	-999999	20	926952	0	2	3113	930065		666	23574.7963994856	56	0	2	universal	Mouse	-999999	47	914936	0	1	2725	917661	16.vaca.blanca	16.vaca.blanca_400	critical	TrialProc	uni.vacas.manchas	TrialList1	vaca	Mouse				16	1	42			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	47	1	2	Mouse	-999999	16	940067	0	2	2550	942617		666	23574.7963994856	56	0	2	generic	Mouse	-999999	53	930118	0	1	1351	931469	1.floquet	1.floquet_400	filler	TrialProc	fill.gorilas	TrialList1	gorila	Mouse				17	1	43			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	48	1	2	Mouse	-999999	14	954966	0	2	2651	957617		666	23574.7963994856	56	0	2	universal	Mouse	-999999	50	942667	0	1	3074	945741	12.black.sheep	12.black.sheep_400	critical	TrialProc	uni.ovejas.blancas	TrialList1	oveja	Mouse				12	1	44			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	49	1	1	Mouse	-999999	24	967532	0	1	3013	970545		666	23574.7963994856	56	0	1	generic	Mouse	-999999	49	957666	0	1	763	958429	7.tuskless-elephant	7.tuskless-elephant_400	critical	TrialProc	gen.elefantes.colmillos	TrialList1	elefante	Mouse				7	1	45			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	50	1	2	Mouse	-999999	19	978981	0	2	2752	981733		666	23574.7963994856	56	0	2	generic	Mouse	-999999	37	970582	0	1	451	971033	9.lechuga-morada	9.lechuga-morada_400	filler	TrialProc	fill.lechugas.moradas	TrialList1	lechuga	Mouse				25	1	46			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	51	1	2	Mouse	-999999	15	990814	0	2	3239	994053		666	23574.7963994856	56	0	2	prop.name	Mouse	-999999	48	981781	0	1	1076	982857	16.reyes.magos	16.reyes.magos_400	filler	TrialProc	fill.Reyes	TrialList1	reyes_magos	Mouse				48	1	47			
Generico_V2	21	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3663392484202</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:23:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-21-1	60.002	1.0.0.334	Mouse	1	Keyboard	-211989689	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:23:49	20:23:49	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	52	1	1	Mouse	-999999	21	1004329	0	1	2976	1007305		666	23574.7963994856	56	0	1	prop.name	Mouse	-999999	44	994097	0	1	1664	995761	3.Celedon	3.Celedon_400	filler	TrialProc	fill.Celedon	TrialList1	celedon	Mouse				35	1	48			
Generico_V2	22	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:47:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3677451734334</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:47:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-22-1	59.997	1.0.0.334	Mouse	1	Keyboard	962385934	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:47:15	20:47:15	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	1	1	1,2	Mouse	-999999	26	146634	0	1	529	147163		0	0	0	0	1,2	?	Mouse	-999999	46	131501	0	1	4362	135863	burro	burro_400	Practice	TrialProc	prac.burro.marron	TrainingList	burro	Mouse	1	1	1						
Generico_V2	22	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:47:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3677451734334</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:47:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-22-1	59.997	1.0.0.334	Mouse	1	Keyboard	962385934	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:47:15	20:47:15	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	2	1	2	Mouse	-999999	18	165682	0	2	2984	168666		0	0	0	0	2	?	Mouse	-999999	37	147200	0	1	6859	154059	camión	camión_400	Practice	TrialProc	prac.camion.bomberos	TrainingList	camion	Mouse	2	1	2						
Generico_V2	22	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-18T19:47:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3677451734334</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-18T19:47:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-22-1	59.997	1.0.0.334	Mouse	1	Keyboard	962385934	Full	3.0.3.80	3.0.3.80	11-18-2019	18/11/2019 19:47:15	20:47:15	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	3	1	1	Mouse	-999999	17	181831	0	1	2517	184348		0	0	0	0	1	?	Mouse	-999999	33	168699	0	1	2808	171507	pato.blanco	pato.blanco_400	Practice	TrialProc	prac.pato.blanco	TrainingList	pato	Mouse	3	1	3						
