ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Goodbye.DEVICE	Group	PleaseChoose.DEVICE	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Welcome.DEVICE	Block	BlockList	BlockList.Cycle	BlockList.Sample	InstructionsExpe.DEVICE	Procedure[Block]	Running[Block]	Trial	Bis.ACC	Bis.CRESP	Bis.DEVICE	Bis.DurationError	Bis.OnsetDelay	Bis.OnsetTime	Bis.OnsetToOnsetTime	Bis.RESP	Bis.RT	Bis.RTTime	Break.DEVICE	Break.FirstFrameTime	Break.FrameRate	Break.FramesDisplayed	Break.FramesDropped	CorrectAnswer	Determiner	Fixation.DEVICE	Fixation.DurationError	Fixation.OnsetDelay	Fixation.OnsetTime	Fixation.OnsetToOnsetTime	Fixation.RESP	Fixation.RT	Fixation.RTTime	Image	Image_red	Item_type	Procedure[Trial]	QSound	Running[Trial]	Sound	Stimulus.DEVICE	TrainingList	TrainingList.Cycle	TrainingList.Sample	TrialList1	TrialList1.Cycle	TrialList1.Sample	TrialList2	TrialList2.Cycle	TrialList2.Sample
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	19	1	1	Mouse	-999999	23	667762	0	1	3907	671669		0	0	0	0	1	prop.name	Mouse	-999999	44	652997	0	1	3672	656669	3.Celedon	3.Celedon_400	filler	TrialProc	fill.Celedon	TrialList2	celedon	Mouse							35	1	15
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	20	1	2	Mouse	-999999	21	684344	0	2	445	684789		0	0	0	0	2	universal	Mouse	-999999	43	671712	0	1	2361	674073	3.caballo.tres	3.caballo.tres_400	critical	TrialProc	uni.caballos.patas	TrialList2	caballo	Mouse							3	1	16
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	21	1	2	Mouse	-999999	19	700976	0	2	2529	703505		0	0	0	0	2	generic	Mouse	-999999	39	684828	0	1	5697	690525	6.hoja.roja	6.hoja.roja_400	filler	TrialProc	fill.hojas.rojas	TrialList2	hoja_roja	Mouse							22	1	17
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	22	0	1	Mouse	-999999	26	717159	0	2	4610	721769		0	0	0	0	1	prop.name	Mouse	-999999	38	703543	0	1	3782	707325	4.peter_pan	4.peter_pan_400	filler	TrialProc	fill.Peter.Pan	TrialList2	peterpan	Mouse							36	1	18
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	23	1	2	Mouse	-999999	21	742290	0	2	3531	745821		0	0	0	0	2	generic	Mouse	-999999	39	721808	0	1	7429	729237	2.pajaro.amarillo	2.pajaro.amarillo_400	filler	TrialProc	fill.pajaros.amarillos	TrialList2	pajaro	Mouse							18	1	19
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	24	0	1	Mouse	-999999	20	756356	0	2	2473	758829		0	0	0	0	1	generic	Mouse	-999999	35	745856	0	1	1465	747321	10.black.pig	10.black.pig_400	critical	TrialProc	gen.cerdos.rosa	TrialList2	cerdo	Mouse							10	1	20
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	25	1	2	Mouse	-999999	26	771821	0	2	5424	777245		0	0	0	0	2	prop.name	Mouse	-999999	43	758872	0	1	4097	762969	9.alaves	9.alaves_400	filler	TrialProc	fill.Alaves	TrialList2	alaves	Mouse							41	1	21
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	26	1	2	Mouse	-999999	14	791020	0	2	3845	794865		0	0	0	0	2	prop.name	Mouse	-999999	42	777287	0	1	3318	780605	16.reyes.magos	16.reyes.magos_400	filler	TrialProc	fill.Reyes	TrialList2	reyes_magos	Mouse							48	1	22
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	27	1	1	Mouse	-999999	23	806052	0	1	3573	809625		0	0	0	0	1	generic	Mouse	-999999	38	794903	0	1	1567	796470	13.Giraffe-With-a-Short-Neck	13.Giraffe-With-a-Short-Neck_400	critical	TrialProc	gen.jirafas.cuello	TrialList2	jirafa	Mouse							13	1	23
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	28	1	2	Mouse	-999999	18	822717	0	2	3912	826629		0	0	0	0	2	generic	Mouse	-999999	43	809668	0	1	3461	813129	11.restaurante_italiano	11.restaurante_italiano_400	filler	TrialProc	fill.restaurantes	TrialList2	restaurante	Mouse							27	1	24
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	29	1	2	Mouse	-999999	25	916077	0	2	3450	919527	Mouse	827	23881.222341512	1825	6	2	prop.name	Mouse	-999999	62	903545	0	1	4032	907577	13.Trump	13.Trump_400	filler	TrialProc	fill.Trump	TrialList2	trump	Mouse							45	1	25
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	30	1	2	Mouse	-999999	16	934892	0	2	3737	938629		827	23881.222341512	1825	6	2	universal	Mouse	-999999	50	919577	0	1	2452	922029	5.ciervo.sin.cuernos	5.ciervo.sin.cuernos_400	critical	TrialProc	uni.ciervos.cuernos	TrialList2	ciervo	Mouse							5	1	26
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	31	1	1	Mouse	-999999	26	953124	0	1	3105	956229		827	23881.222341512	1825	6	1	generic	Mouse	-999999	47	938676	0	1	2389	941065	14.4_winged_chicken	14.4_winged_chicken_400	critical	TrialProc	gen.gallinas.alas	TrialList2	gallina	Mouse							14	1	27
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	32	1	1	Mouse	-999999	27	972856	0	1	3734	976590		827	23881.222341512	1825	6	1	generic	Mouse	-999999	45	956274	0	1	5407	961681	11.bald-beauty	11.bald-beauty_400	critical	TrialProc	gen.personas.pelo	TrialList2	persona_pelo	Mouse							11	1	28
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	33	1	2	Mouse	-999999	16	987155	0	2	4014	991169		827	23881.222341512	1825	6	2	generic	Mouse	-999999	48	976639	0	1	1394	978033	7.mesa.verde	7.mesa.verde_400	filler	TrialProc	fill.mesas.verdes	TrialList2	mesa	Mouse							23	1	29
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	34	1	1	Mouse	-999999	28	1004954	0	1	4779	1009733		827	23881.222341512	1825	6	1	prop.name	Mouse	-999999	36	991205	0	1	2792	993997	7.donald.duck	7.donald.duck_400	filler	TrialProc	fill.Pato.Donald	TrialList2	pato_donald	Mouse							39	1	30
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	35	1	2	Mouse	-999999	24	1020803	0	2	3774	1024577		827	23881.222341512	1825	6	2	prop.name	Mouse	-999999	54	1009787	0	1	2846	1012633	12.olentzero	12.olentzero_400	filler	TrialProc	fill.Olentzero	TrialList2	olentzero	Mouse							44	1	31
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	36	0	1	Mouse	-999999	22	1037968	0	2	3129	1041097		827	23881.222341512	1825	6	1	generic	Mouse	-999999	42	1024619	0	1	3502	1028121	12.black.sheep	12.black.sheep_400	critical	TrialProc	gen.ovejas.blancas	TrialList2	oveja	Mouse							12	1	32
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	37	1	2	Mouse	-999999	21	1053184	0	2	3189	1056373		827	23881.222341512	1825	6	2	universal	Mouse	-999999	54	1041151	0	1	2566	1043717	1.gato.sin.bigotes	1.gato.sin.bigotes_400	critical	TrialProc	uni.gatos.bigotes	TrialList2	gato	Mouse							1	1	33
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	38	1	1	Mouse	-999999	17	1065966	0	1	3695	1069661		827	23881.222341512	1825	6	1	prop.name	Mouse	-999999	44	1056417	0	1	1052	1057469	1.Tour.Eiffel	1.Tour.Eiffel_400	filler	TrialProc	fill.Torre.alta	TrialList2	torre_eiffel	Mouse							33	1	34
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	39	1	2	Mouse	-999999	20	1079915	0	2	3590	1083505		827	23881.222341512	1825	6	2	generic	Mouse	-999999	38	1069699	0	1	1934	1071633	9.lechuga-morada	9.lechuga-morada_400	filler	TrialProc	fill.lechugas.moradas	TrialList2	lechuga	Mouse							25	1	35
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	40	1	2	Mouse	-999999	15	1093881	0	2	3150	1097031		827	23881.222341512	1825	6	2	generic	Mouse	-999999	43	1083548	0	1	1937	1085485	1.floquet	1.floquet_400	filler	TrialProc	fill.gorilas	TrialList2	gorila	Mouse							17	1	36
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	41	1	1	Mouse	-999999	24	1110080	0	1	3905	1113985		827	23881.222341512	1825	6	1	prop.name	Mouse	-999999	49	1097080	0	1	3689	1100769	5.ibaiondo.piscina	5.ibaiondo.piscina_400	filler	TrialProc	fill.Ibaiondo	TrialList2	ibaiondo	Mouse							37	1	37
Generico_V2	16	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">2543369104119</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-17T12:17:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-16-1	59.999	1.0.0.334	Mouse	1	Keyboard	751168429	Full	3.0.3.80	3.0.3.80	11-17-2019	17/11/2019 12:17:46	13:17:46	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	42	1	2	Mouse	-999999	22	1127878	0	2	2647	1130525		827	23881.222341512	1825	6	2	generic	Mouse	-999999	44	1114029	0	1	3580	1117609	14.coche.2.puertas	14.coche.2.puertas_400	filler	TrialProc	fill.coches.puertas	TrialList2	coche	Mouse							30	1	38
